what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.JavadocView",1306057109677
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1306057111782
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306057129928
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306057155542
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306057174918
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306057189558
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306057202961
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306057210688
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1306057210970
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1306057211127
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1306057211280
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1306057211430
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1306057211590
