what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306060977077
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1306060978677
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1306060979468
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306060980319
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306061003396
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1306061028147
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1306061031671
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1306061031925
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306061032737
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306061072030
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1306061081039
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1306061081665
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1306061087467
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1306061087744
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306061089567
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306061097256
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1306061102588
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306061103923
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306061124859
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1306061128177
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1306061128406
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306061129187
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306061134629
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1306061135920
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1306061137910
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1306061138098
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306061138937
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306061152608
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1306061175712
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306061177142
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306061181054
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1306061191709
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1306061200977
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1306061209973
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1306061214663
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1306061242087
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306061243891
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306061355046
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1306061377796
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1306061384905
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1306061385247
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1306061392403
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1306061392676
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306061394665
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306061403981
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306061407254
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306061411139
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306061412675
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306061416542
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306061416873
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306061448584
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1306061453595
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306061454301
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306061553990
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306061566161
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306061574607
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306061602586
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306061639112
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1306061663588
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306061666109
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306061696619
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1306061710099
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1306061710557
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1306061714782
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1306061720240
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1306061726501
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1306061730806
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1306061734444
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1306061737323
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1306061738171
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1306061745438
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306061746315
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306061753878
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1306061760595
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1306061779330
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306061780332
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306061816084
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1306061823353
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1306061823637
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1306061828996
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1306061829246
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1306061836577
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306061842928
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306062012146
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306062094166
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306062140368
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1306062189098
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306062190427
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306062208874
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306062225271
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306062310860
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306062402751
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306062411434
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306062462779
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1306062466396
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1306062620080
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1306062625926
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1306062650921
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1306062703709
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1306062716773
